id,author,title,year,citation,tag

1583,"Pack, Charles D.",Yield Management of an Expert-Based Consulting Company: Simple Traffic Models,1999,0,itc16

1584,"Oueslati-Boulahia, S. and Oubagha, E.",An Approach to Routing Elastic Flows,1999,19,itc16

1585,"Osl and Per-Oddvar and Emstad, Peder J.",Performance Evaluation of Load Scheduling Policies for Intelligent Networks,1999,5,itc16

1586,"Orenstein, P.",A Preliminary Analysis of Work-At-Home Traffic Characteristics,1999,1,itc16

1587,"Nunez-Queija, Rudesindo and van den Berg, Hans and jes, Michel",Performance Evaluation of Strategies for Integration of Elastic and Stream Traffic,1999,77,itc16

1588,"Nilsson, A.A. and Perry, M. and Gersht, A. and Iversen, V.B.",On Multi-Rate Erlang-B Computations,1999,40,itc16

1589,"Neame, Timothy D. and Zukerman, Moshe and Addie, Ronald G.",Applying Multiplexing Characterization to VBR Video Traffic,1999,10,itc16

1590,"Murta, Cristina Duarte and Almeida, Virgilio F. and Meira, Wagner Jr.",Efficient Storage Management in World Wide Web Caches,1999,0,itc16

1591,"Murphy, S. and Botvich, D.D. and Curran, T.",Traffic Partitioning Using Algorithmic Mechanisms for Cost Analysis,1999,1,itc16

1592,"Mukherji, Arijit and Ghosal, Dipak",Impact of Background Traffic on the Effectiveness of FEC for Packet Audio over Internet,1999,0,itc16

1593,"van der Mei, R.D.",Waiting-Time Distributions in Polling Systems in Heavy Traffic,1999,2,itc16

1594,"Meddeb, Aref and Girard, Andre and Rosenberg, Catherine",Tree Selection Heuristic for Network Design with Point-to-Multipoint Communications,1999,1,itc16

1595,"Meddeb, Aref and Girard, Andre and Rosenberg, Catherine",Tree Selection Heuristic for Point-to-Multipoint Call Routing in Telecommunication Networks,1999,4,itc16

1596,"Massoulie, L. and Roberts, J.W.",Arguments in Favour of Admission Control for TCP Flows,1999,121,itc16

1597,"Masip-Torne, J. and Sole-Pareta, J. and Borgione, S. and Bostica, B. and Burzio, M.",Providing Differentiated Service Categories in Optical Packet Networks,1999,24,itc16

1598,"Monin, Wei and Gravey, Annie",Intelligent Credit Management for a Credit Based Congestion Control Procedure,1999,0,itc16

1599,"Models for Measurement-Based Admission Control, Conservative",Conservative Models for Measurement-Based Admission Control,1999,4,itc16

1600,"Luengo-Patrocinio, J.C. and Czinkoczky, A. and Fern and ez Cuesta, F.",Bit Error Tolerance Analysis of CCSS\#7: The Link Oscillation Problem,1999,0,itc16

1601,"Liu, D. and Huebner, F. and Levy, Y.",A Hierarchical Multi-Class Traffic Model for Data Networks,1999,6,itc16

1602,"Lindberger, Karl","Balancing Quality of Service, Pricing and Utilisation in Multiservice Networks with Stream and Elastic Traffic",1999,74,itc16

1603,"Liotopoulos, Fotios K.","A Modular, 160 Gbps ATM Switch Architecture for Multimedia Network Support, Based on a 3-Stage Clos Network",1999,47,itc16

1604,"Li, Mingxing and Fitzpatrick, Gordon and Vaughan, Brian",Performance of Connection Caching for Setup Rate Reduction,1999,0,itc16

1605,"Lemaire, Vincent and Clerot, Fabrice",Estimation of the Blocking Probabilities in an ATM Network Node Using Artificial Neural Networks for Connection Admission Control,1999,9,itc16

1606,"Lassila, P.E. and Virtamo, J.T.",Efficient Importance Sampling for Monte Carlo Simulation of Loss Systems,1999,22,itc16

1607,"Larsson, Sven Olof and Arvidsson, Ake",An Adaptive Local Method for VPC Capacity Management,1999,9,itc16

1608,"Lanning, Steve and Massey, William A. and Rider, Brian and Wang, Qiong",Optimal Pricing in Queueing Systems with Quality of Service Constraints,1999,25,itc16

1609,"Low, Steven H.",Optimization Flow Control with On-line Measurements,1999,-1,itc16

1610,"Lodge, Fiona and Botvich, Dmitri and Curran, Thomas",Using Revenue Optimisation for the Maximisation of Intelligent Network Performance,1999,9,itc16

1611,"Kunniyur, Srisankar and Srikant, R.",Fairness of Congestion Avoidance Schemes in Heterogeneous Networks,1999,10,itc16

1612,"Krieger, Udo R. and Savoric, Michael",Performance Evaluation of Handover Protocols for Data Communication in a Wireless ATM Network,1999,10,itc16

1613,"Kirkby, P.A. and Kadengal, R. and Midwinter, J.E. and Middiscombe, M.D. and Carroll, J.E. and Sabesan, S.",The Use of Economic and Control Theory Analogies in the Design of Policy Based Dynamic Resource Controlled (DRC) Network Architectures,1999,5,itc16

1614,"Kihl, Maria and Widell, Niklas and Nyberg, Christian",Load Balancing Algorithms for TINA Networks,1999,10,itc16

1615,"Karvo, Jouni and Aalto, Samuli",Average Signalling Load for Multicast Group Management,1999,2,itc16

1616,"Kara, M. and Rahin, M.A.",Comparison of Service Disciplines in ATM Networks Using a Unified QoS Metric,1999,2,itc16

1617,"Kang, Koohong and Steyaert, Bart and Kim, Cheeha",Service Separation in ATM Networks Using A Hardware Efficient Rate-Controlled Cell Multiplexer,1999,5,itc16

1618,"Kaario, K. and Raatikainen, P.",Sharing of Payload Capacity in a Multimedia Switching Bus,1999,1,itc16

1619,"Jutrisa, Ivan and Diamond, Neil and Cerone, Pietro",Frame Size Effects on Throughput and Return Traffic in Reliable Satellite Broadcast Transmission,1999,0,itc16

1620,"Jerkins, J.L. and Neidhardt, A.L. and Wang, J.L. and Erramilli, A.",Operations Measurements for Engineering Support of High-Speed Network with Self-Similar Traffic,1999,14,itc16

1621,Jakob and Ernst,Reinforcement Learning for Control of Self-Similar Call Traffic in Broadband Networks,1999,9,itc16

1622,"Jakobs, Kai",Some Aspects of the Economics of Standardisation - What a Non-Economist Might Find Interesting,1999,0,itc16

1623,"Ip, Wah-Hing and Marshall, Alan",Analysis and Simulation of Management Traffic in an SDH Network,1999,0,itc16

1624,"Hurley, Paul and le Boudec, Jean-Yves and Thiran, Patrick",A Note on the Fairness of Additive Increase and Multiplicative Decrease,1999,82,itc16

1625,"Herzberg, Meir and Shleifer, Felix",Optimization Models for the Design of Bi-Directional Self-Healing Ring Based Networks,1999,6,itc16

1626,"Henggeler Antunes, C. and Craveirinha, J. and Climaco, J. and Barrico, C.",A Multiple Objective Routing Algorithm for Integrated Communication Networks,1999,31,itc16

1627,"Heiss, Herbert",QoS Results for the GFR ATM Service,1999,2,itc16

1628,"Hebuterne, Gerard and Wei, Qin",Delay and Resequencing Issues in Deflection Networks,1999,0,itc16

1629,"He, JiaFu and Sohraby, Khosrom",End-o-End Analysis of CBR Tandem Networks Using Ballot Theorems,1999,6,itc16

1630,"Hartleb, Franz and Henneberger, Hubert",Analysis of the Multiplexing Gain of Non Real Time ATCs with TCP/IP Traffic,1999,3,itc16

1631,"van Houdt, B. and Blondia, C. and Casals, O. and Garcia, J. and Vazquez, D.",A MAC Protocol for Wireless ATM Systems Supporting the ATM Service Categories,1999,8,itc16

1632,"Hosein, P.",Overload Control for Real-Time Telecommunication Databases,1999,8,itc16

1633,"Gurewitz, Omer and Sidi, Moshe and Cidon, Israel",The Ballot Theorem Strikes Again: Packet Loss Process Distribution,1999,41,itc16

1634,"Guillemin, Fabrice and Boyer, Jacqueline and Boyer, Pierre and Dugeon, Olivier and Mangin, Christophe",Regulation of TCP Over ATM via Cell Spacing,1999,3,itc16

1635,"Gloss, B. and Sigle, R. and Weiss, U.",On the Stability of the Contention Mechanism of PRMA++,1999,1,itc16

1636,"Girard, Andre",Synthesis Models for Packet-Switched Networks with QoS Constraints,1999,1,itc16

1637,"Gibbens, R.J. and Teh, Y.C.",Critical Time and Space Scales for Statistical Multiplexing in Multiservice Networks,1999,22,itc16

1638,"Gibbens, R.J. and Kelly, F.P.",Distributed Connection Acceptance Control for a Connectionless Network,1999,270,itc16

1639,"Ghani, Nasir",Enhanced TCP/IP ACK Pacing for High Speed Networks,1999,5,itc16

1640,"Fukuda, Kentarou and Wakamiya, Naoki and Murata, Masayuki and Miyahara, Hideo",QoS Guarantees Based on End-to-End Resource Reservation for Real-Time Video Communications,1999,13,itc16

1641,"Fujita, Yasuyuki and Murata, Masayuki and Miyahara, Hideo",Performance Modeling and Evaluation of Web Systems with Proxy Caching,1999,4,itc16

1642,"Fiedler, Markus and Addie, Ron G.",Verification and Application of a Second-Order Scale Symmetry for Queueing Systems,1999,6,itc16

1643,"Folkestad, Arne and Emstad, Peder J.",An Equivalence Method for Approximating the Output Processes from Leaky Buckets,1999,0,itc16

1644,"Ehrenberger, Ulrich and Leibnitz, Kenji",Impact of Clustered Traffic Distributions in CDMA Radio Network Planning,1999,17,itc16

1645,"Dziong, Zbigniew and Jia, Ming",Adaptive Connection Admission for Forward Link in CDMA Wireless Access Networks,1999,0,itc16

1646,"Dahlberg, T.A. and Jung, J.",Load Sharing Protocols for Radio-Level Resilience,1999,7,itc16

1647,"Cwilich, Sebastian and Deng, Mei and Houck, David J. and Lynch, David F.",An LP-Based Approach to Restoration Network Design,1999,7,itc16

1648,"Cinkler, Tibor and Laborczi, Peter and Horvath, Akos",Protection through Thrifty Configuration,1999,22,itc16

1649,"Chlebus, Edward and Zbiezek, Tomasz and Ludwin, Wieslaw",Analysis of Channel Holding Time in Wireless Mobile Systems: Does the Probability Distribution of Cell Residence Time Matter?,1999,5,itc16

1650,"Chiu, Angela L. and Mang, Xiaowen",A State Dependent Dynamic Triggering Scheme for Flow-Based QoS Shortcuts,1999,0,itc16

1651,"Chevalier, F. and Cotter, D. and Harle, D.",Routing and Fairness Issues Associated with a Self Routing Control Strategy in Regular Mesh Photonic Networks,1999,12,itc16

1652,"Chan, Sammy and Zukerman, Moshe and Wong, Eric W.M. and Ko, K.T. and Yeung, Edmund",A Simple and Effective Framework for Controlling ABR Traffic,1999,0,itc16

1653,"Chan, K.S. and Chan, Sammy and Ko, K.T.",A Fault Tolerant Multicast ATM Switch with Enhanced Performance,1999,0,itc16

1654,"Chamberl and Steven and Sanso, Brunilde",Update of Two-Level Networks with Modular Switches,1999,5,itc16

1655,"Choudhury, S. and Berry, L.T.M.","Two Methods for Minimum Cost Synthesis of Link-Disjoint, Hop-Limited Virtual Paths in ATM Networks",1999,5,itc16

1656,"Ch and ramouli, Y. and Krishnan, K.R.",Signaling Network Impact of Local Number Portability,1999,0,itc16

1657,"Casilari, E. and Reyes, A. and Diaz-Estrella, A. and S and oval, F.",Classification and Comparison of Modelling Strategies for VBR Video Traffic,1999,15,itc16

1658,"Casetti, C. and Favalessa, G. and Mellia, M. and Munafo, M.",An Adaptive Routing Algorithm for Best-Effort Traffic in Integrated-Service Networks,1999,19,itc16

1659,Carmelita and Oliver,Simulating Rare Event Details of ATM Delay Time Distributions with RESTART/LRE,1999,24,itc16

1660,"Caglar, Mine and Krishnan, K.R. and Saniee, Iraj",Estimation of Traffic Parameters in High-Speed Data Networks,1999,5,itc16

1661,"Cao, Jiantong and Liang, Xiongjian",Engineering Economic Analysis of Access Networks in China,1999,0,itc16

1662,"Courcoubetis, Costas A. and Reiman, Martin I.",Pricing in a Large Single Link Loss System,1999,18,itc16

1663,"Costeux, Jean-Laurent",Fluid Analysis of a TCP Connection Over ABR,1999,1,itc16

1664,"Cope, Graham and Garnham, Nigel",QoS Control and Interworking of Overbooked Elastic and Brittle ATM Traffic,1999,0,itc16

1665,"Cohen, Edward E. and Fredericks, Albert A. and Pack, Charles D.",The Internet \& The Public Switched Telephone Network - A Troubled Marriage,1999,-1,itc16

1666,"Berger, Arthur and Kogan, Yaakov",Multi-Class Elastic Data Traffic: Bandwidth Engineering Via Asymptotic Approximations,1999,5,itc16

1667,"Barcelo, Francisco and Jordan, Javier",Channel Holding Time Distribution in Public Cellular Telephony,1999,67,itc16

1668,"Bakshi, Y. and Skoog, R.A.",Call Distribution in a Non-Homogeneous Distributed Switching System,1999,0,itc16

1669,"Boxma, O.J. and Cohen, J.W. and Deng, Q.",Heavy-Traffic Analysis of the M/G/1 Queue with Priority Classes,1999,17,itc16

1670,"le Boudec, Jean-Yves and Verscheure, Olivier",Optimal Smoothing for Guaranteed Service,1999,41,itc16

1671,"Borst, Sem and Boxma, Onno and Jelenkovic, Predrag",Generalized Processor Sharing with Long-Tailed Traffic Sources,1999,46,itc16

1672,"Borst, Sem and Boucherie, Richard J. and Boxma, Onno J.",ERMR: A Generalised Equivalent Random Method for Overflow Systems with Repacking,1999,14,itc16

1673,"Bolotin, V.A. and Levy, Y. and Liu, D.",Characterizing Data Connection and Messages by Mixtures for Distribution on Logarithmic Scale,1999,40,itc16

1674,"Bolotin, V. and Coombs-Reyes, J. and Heyman, D. and Levy, Y. and Liu, D.",IP Traffic Characterization for Planning and Control,1999,23,itc16

1675,"Ash, Gerald R. and Chen, Jiayu and Fishman, Saul D. and Maunder, Anurag S.",Routing Evolution in Multiservice Integrated Voice/Data Networks,1999,6,itc16

1676,"Arvidsson, Ake and Karlsson",On Traffic Models for TCP/IP,1999,84,itc16

1677,"Arvidsson, Ake and Jennings, Brendan and Angelin, Lars and Svensson, Magnus",On the Use of Agent Technology for IN Load Control,1999,19,itc16

1678,"Arijs, P. and Pickavet, M. and Nelissen, N. and V and erdonckt, S. and Demeester, P.",Design of a Hybrid Ring-Tree Architecture for Optical Access Networks,1999,0,itc16

1679,"Apostolopoulos, George and Guerin, Roch and Kamat, Sanjay and Tripathi, Satish K.",Improving QoS Routing Performance Under Inaccurate Link State Information,1999,158,itc16

1680,"Andreassen, R. and Stoer, M.",On-Line Traffic Contract Renegotiation for Aggregated Traffic,1999,0,itc16

1681,"Al-Hammadi, Arif and Schormans, John",Access Flow Control Scheme for ATM Networks Using Linear Prediction Approach,1999,0,itc16

1682,"Akyamac, Ahmet A. and Haraszti, Zsolt and Townsend, J. Keith",Efficient Rare Event Simulation Using DPR for Multidimensional Parameter Spaces,1999,17,itc16

1683,"Addie, Ron and Mannersalo, Petteri and Norros, Ilkka",Performance Formulae for Queues with Gaussian Input,1999,55,itc16

1684,"jes, Michel and van Foreest, Nicky",Aspects of Pricing in an Integrated Service Network,1999,5,itc16

1685,"Leão, Rosa M.M. and de Souza e Silva, Edmundo and Diniz, Morganna C.",Traffic engineering using reward models ,2001,2,itc17

1686,"Sridharan, A. and Bhattacharyya, S. and Diot, C. and Guérin, R. and Jetcheva, J. and Taft, N.",On the impact of aggregation on the performance of traffic aware routing ,2001,43,itc17

1687,"Kalyanasundaram, Suresh and Chong, Edwin K.P. and Shroff, Ness B.",Optimal resource allocation in multiclass networks with user-specified utility functions ,2001,-1,itc17

1688,"Leelahakriengkrai, Rangsan and Agrawal, Rajeev",Scheduling in multimedia wireless networks ,2001,27,itc17

1689,"Menth, Michael",A scalable protocol architecture for end-to-end signaling and resource reservation in \{IP\} networks ,2001,12,itc17

1690,"Mannersalo, Petteri and Norros, Ilkka",Approximate formulae for Gaussian priority queues ,2001,35,itc17

1691,"Dolzer, K. and Gauger, C.",On burst assembly in optical burst switching networks—A performance evaluation of just-enough-time ,2001,173,itc17

1692,"Athuraliya, S. and Li, V.H. and Low, S.H. and Yin, Q.",REM: Active queue management ,2001,1337,itc17

1693,"Johansson, N. and Körner, U. and Tassiulas, L.",A distributed scheduling algorithm for a bluetooth scatternet ,2001,69,itc17

1694,"Boujelben, Yassine and Girard, André and Gregoire, Jean-Charles",Ring-based ordering for multipoint-to-multipoint communications ,2001,0,itc17

1695,"Park, Kihong and Tuan, Tsunyi",Multiple time scale TCP: Harnessing proactivity in self-similar burstiness ,2001,3,itc17

1696,"Zaim, A. Halim and Rouskas, George N. and Perros, Harry G.",Computing call blocking probabilities in \{LEO\} satellite networks: The single orbit case ,2001,-1,itc17

1697,"Busson, A. and Rougier, J-L and Kofman, D.",Analysis and optimization of hierarchical reliable transport protocols ,2001,3,itc17

1698,"Yang, Jiangbin and Lambadaris, Ioannis",Effective bandwidths for \{TES\} processes ,2001,3,itc17

1699,"Schüler, J. and Gruhl, S. and Schwabe, T. and Schweigel, M.",Performance improvements for \{TCP\} in mobile networks with high packet delay variations ,2001,7,itc17

1700,"Huang, Leping and Sezaki, Kaoru",Adjustment on end-to-end delay to remove the distortion caused by \{NTP\} clock adjustment ,2001,0,itc17

1701,"Laskin, N. and Lambadaris, I. and Harmantzis, F.C. and Devetsikiotis, M.",Fractional lévy motion and its application to network traffic modeling ,2001,89,itc17

1702,"Markovitch, Natalia M. and Krieger, Udo R.",The estimation of heavy-tailed probability density functions and their mixtures ,2001,0,itc17

1703,"Penttinen, Aleksi and Virtamo, Jorma",Robust adaptive capacity allocation algorithm ,2001,0,itc17

1704,"Vleeschauwer, D De and Moffaert, A. Van and Büchli, M.J.C. and Janssen, J. and Petit, G.H. and Steyaert, B. and Bruneel, H.",Determining the tolerable load generated by a set of packet-based phones on a multiplexing node ,2001,2,itc17

1705,"Lubacz, J. and Tomaszewski, A.",A systematic approach to network planning ,2001,1,itc17

1706,"Karvo, Jouni and Aalto, Samuli and Virtamo, Jorma",Blocking probabilities of two-layer statistically indistinguishable multicast streams ,2001,5,itc17

1707,"Altman, Eitan and Azouzi, Rachid El and Pourtallier, Odile",Avoiding paradoxes in routing games ,2001,13,itc17

1708,"Viken, Brynjar and Emstad, Peder J.",Accuracy of intrusive measurements of the waiting time in an M/G/1/8 queue ,2001,0,itc17

1709,"Jelenkovic, Predrag and Momcilovic, Petar",Network multiplexer with generalized processor sharing and heavy-tailed on-off flows ,2001,8,itc17

1710,"Vendictis, A. De and Baiocchi, A.",Wavelet based synthetic generation of internet packet delays ,2001,11,itc17

1711,"Charzinski, Joachim",Measured \{HTTP\} performance and fun factors ,2001,25,itc17

1712,"Fernandez, Marcial P. and de C.P. Pedroza, Aloysio and Rezende, José F.",Quality of service in a DiffServ domain using policy-based management ,2001,4,itc17

1713,"Sato, Shohei and Kobayashi, Kazutomo and Pan, Huanxu and Tartarelli, Sandra and Banchs, Albert",Configuration rule and performance evaluation for DiffServ parameters ,2001,11,itc17

1714,"Malouch, Naceur M. and Liu, Zhen",On steady state analysis of \{TCP\} in networks with differentiated services ,2001,9,itc17

1715,"Kaj, Ingemar and Olsén, Jörgen",Throughput modeling and simulation for single connection TCP-Tahoe ,2001,17,itc17

1716,"Reeser, P.",Using stress test results to drive performance modeling: A case study in “Gray-Box” vendor analysis ,2001,2,itc17

1717,"da Fonseca, Nelson L.S. and Rubinsztejn, Hana K.",Dimensioning the capacity of interactive video servers ,2001,0,itc17

1718,"Vojnovic, Milan and Boudec, Jean-Yves Le",Some observations on equation-based rate control ,2001,19,itc17

1719,"Schwefel, H.-P. and Lipsky, L. and Jobmann, M.",On the necessity of transient performance analysis in telecommunication networks ,2001,15,itc17

1720,"Leibnitz, Kenji and Krauß, Armin",Performance evaluation of interference and cell loading in \{UMTS\} networks ,2001,2,itc17

1721,"Christensen, Thomas Kaare and Nielsen, Bo Friis and Iversen, Villy B?k",Distribution of channel holding times in cellular communication systems ,2001,5,itc17

1722,"Jennings, Brendan and ke Arvidsson and Curran, Thomas","A token-based strategy for co-ordinated, profit-optimal control of multiple \{IN\} resources ",2001,6,itc17

1723,"Shakkottai, Sanjay and Stolyar, Alexander L.",Scheduling algorithms for a mixture of real-time and non-real-time data in \{HDR\} ,2001,527,itc17

1724,"Elizondo-Armengol, Antonio J.",TCP-friendly policy functions: Capped leaky buckets ,2001,3,itc17

1725,"Dupuis, Alain and Guillemin, Fabrice and Robert, Philippe",Modeling max-min fairness for elastic flows in telecommunication networks ,2001,2,itc17

1726,"de Morais Cordeiro, Carlos and Sadok, Djamel F.H. and Kelner, Judith",An in-depth evaluation of bluetooth ad hoc networks ,2001,0,itc17

1727,"Yang, Jiangbin and Devetsikiotis, Mihail","On-line estimation, network design and performance analysis with effective bandwidths ",2001,16,itc17

1728,"Borst, Sem and Boxma, Onno and van Uitert, Miranda",Two coupled queues with heterogeneous traffic ,2001,13,itc17

1729,"Kar, K. and Sarkar, S. and Tassiulas, L.",Optimization based rate control for multipath sessions ,2001,56,itc17

1730,"de Souza, Jorge Moreira and da Fonseca, Nelson L.S. and de Souza e Silva, Edmundo A.",Preface: “Teletraffic engineering in the internet era” ,2001,-1,itc17

1731,"Fredj, S. Ben and Oueslati-Boulahia, S. and Roberts, J.W.",Measurement-based admission control for elastic traffic ,2001,55,itc17

1732,"Rakocevic, Veselin and Griffiths, John and Cope, Graham",Performance analysis of bandwidth allocation schemes in multiservice \{IP\} networks using utility functions ,2001,24,itc17

1733,"Sarker, Jahangir H. and Halme, Seppo J.",Slowly decreasing throughput algorithms for random access channel ,2001,1,itc17

1734,"DaSilva, Luiz A. and Dham, Vikram and Phanse, Kaustubh and Kidambi, Kalyan",Traffic management for voice/data convergence in \{ADSL\} ,2001,0,itc17

1735,"Fodor, Gábor and Malicskó, Gábor and Pióro, Michal and Szymanski, Tomasz",Path optimization for elastic traffic under fairness constraints ,2001,17,itc17

1736,"Zimmermann, S. and Hamann, T. and Killat, U.",Dynamics of different congestion pricing strategies ,2001,5,itc17

1737,"pontes, R. and Coelho, R.",The scaling characteristics of the video traffic and its impact on acceptance regions ,2001,8,itc17

1738,"Bonald, T. and Proutière, A. and Régnié, G. and Roberts, J.W.",Insensitivity results in statistical bandwidth sharing ,2001,67,itc17

1739,"Brennan, Rob and Curran, Thomas",\{SCTP\} congestion control: Initial simulation studies ,2001,44,itc17

1740,"van der Mei, R.D.",Polling Systems with correlated arrivals ,2001,12,itc17

1741,"de Miranda, M.N. and Lima, R.N.B. and Pedroza, A.C.P. and Filho, A.C. Mesquita",HW/SW codesign of protocols based on performance optimization using genetic algorithms ,2001,5,itc17

1742,"Roughan, Matthew and Erramilli, Ashok and Veitch, Darryl",Network performance for \{TCP\} networks Part I: Persistent sources ,2001,49,itc17

1743,"McArdle, Conor and Curran, Thomas","Optimal object placement, load distribution and load control for distributed telecommunication service applications ",2001,2,itc17

1744,"Heyman, Daniel and Lucantoni, David",Modeling multiple \{IP\} traffic streams with rate limits ,2001,-1,itc17

1745,"ke Arvidsson and Roughan, Matthew and Rydén, Tobias",On the origins of long-range dependence in \{TCP\} traffic ,2001,-1,itc17

1746,"Pióro, M. and Jüttner, A. and Harmatos, J. and Szentesi, Á. and Gajowniczek, P. and Mys?ek, A.",Topological design of telecommunication networks Nodes and links localization under demand constraints ,2001,16,itc17

1747,"Dube, Parijat and Altman, Eitan",On the workload process in a fluid queue with bursty input and selective discarding ,2001,4,itc17

1748,"Ziviani, A. and de Rezende, J.F. and Duarte, O.C.M.B. and Fdida, S.",Evaluating voice traffic in a differentiated services environment ,2001,7,itc17

1749,"Mathar, R. and Remiche, M.-A.",On the outage probability in \{CDMA\} cellular networks with adaptive antennas ,2001,3,itc17

1750,"Gall, Pierre Le",Local queue in single link packet switched networks with variable packet lengths ,2001,1,itc17

1751,"Barceló, Francisco",Comparison of handoff resource allocation strategies through the state-dependent rejection scheme ,2001,7,itc17

1752,"Boukhatem, L. and Beylot, A.L. and Gaïti, D. and Pujolle, G.",Channel assignment with handover queuing in \{LEO\} satellite systems based on an “earth-fixed cell” coverage ,2001,1,itc17

1753,"Ohsaki, Hiroyuki and Murata, Masayuki and Miyahara, Hideo",Modeling end-to-end packet delay dynamics of the internet using system identification ,2001,59,itc17

1754,"Pióro, M. and Szymanski, T.",Basic reconfiguration options in multi-layer robust telecommunication networks — design and performance issues ,2001,6,itc17

1755,"Li, Chengzhi and Knightly, Edward W.",Schedulability criterion and performance analysis of coordinated schedulers ,2001,17,itc17

1756,"Dziong, Zbigniew and Bharath, Ramana and Samadi, Behrokh",Model for location mobility area design ,2001,0,itc17

1757,"Nuzman, Carl and Saniee, Iraj and Sweldens, Wim and Weiss, Alan",A compound model for \{TCP\} connection arrivals: Empirical study within a general framework ,2001,6,itc17

1758,"Mitra, Debasis and Ramakrishnan, K.G. and Wang, Qiong",Combined economic modeling and traffic engineering: Joint optimization of pricing and routing in multi-service networks ,2001,48,itc17

1759,"Courcoubetis, Costas and Dramitinos, Manos P. and Stamoulis, George D.",An auction mechanism for bandwidth allocation over paths ,2001,65,itc17

1760,"Ben-Ameur, W. and Besiktasliyan, S. and Decocq, B.",Optimal dimensioning of a ring ,2001,1,itc17

1761,"Sarkar, Saswati and Tassiulas, Leandros",Scheduling for quality of service based service differentiation ,2001,1,itc17

1762,"Hämäläinen, Timo and Wallenius, Eero",Case study for 3G/UMTS services and billing methods ,2001,2,itc17

1763,"Reichl, Peter and Stiller, Burkhard",Edge pricing in space and time: Theoretical and practical aspects of the cumulus pricing scheme ,2001,20,itc17

1764,"He, JiaFu and Sohraby, Khosrow",A combinatorial solution of discrete time multi-server queueing systems with Markov sources ,2001,1,itc17

1765,"Xie, M. and Bensaou, B. and Chua, K.C.",Stochastic bounds in a \{GPS\} system fed by two leaky bucket regulated on-off sources ,2001,1,itc17

1766,"Carpenter, Tami and Krishnan, K.R. and Shallcross, David",Enhancements to traffic engineering for multi protocol label switching ,2001,7,itc17

1767,"Kuusela, P. and Lassila, P. and Virtamo, J.",Stability of TCP-RED congestion control ,2001,26,itc17

1768,"Hwang, Junseok",A scalable dynamic provisioning mechanism for IntServ-DiffServ networks for guaranteed services ,2001,1,itc17

1769,"Cavendish, D. and Goudreau, M. and Ishii, A.",On the fairness of scheduling algorithms for input-queued switches ,2001,9,itc17

1770,"Hartmann, Harro L.",Engineering and routing of connection-oriented multirate reference networks ,2001,3,itc17

1771,"Olivier, P. and Benameur, N.",Flow level \{IP\} traffic characterization ,2001,35,itc17

1772,"Gama, Gustavo and Jr., Wagner Meira and Carvalho, Márcio Bunte and Guedes, Dorgival",Traffic-aware distribution of e-commerce services ,2001,3,itc17

1773,"Pan, Ping and Schulzrinne, Henning",Processing overhead studies in resource reservation protocols ,2001,10,itc17

1774,"Ehrlich, W.K. and Hariharan, R. and Reeser, P.K. and van der Mei, R.D.",Performance of Web servers in a distributed computing environment ,2001,19,itc17

1775,"Liu, E. and Schormans, J. and Cuthbert, L. and Phillips, C. and Stoneley, G.",Application of neural networks to accelerated simulation of internet type \{WANs\} ,2001,1,itc17

1776,"Scoglio, C. and Anjali, T. and de Oliveira, J.C. and Akyildiz, I.F. and Uhl, G.",A new threshold-based policy for label switched path (LSP) set-up in \{MPLS\} networks ,2001,12,itc17

1777,"Agrawal, Rajeev and Bedekar, Anand and La, Richard J. and Subramanian, Vijay",Class and channel condition based weighted proportional fair scheduler ,2001,119,itc17

1778,"Chahed, T. and Hébuterne, G. and Pujolle, G.",Mapping of performance metrics between intserv and \{ATM\} ,2001,0,itc17

1779,"Fekete, A. and Vattay, G. and Veres, A.",Improving the law for single and parallel \{TCP\} flows ,2001,3,itc17

1780,"Urvoy-Keller, Guillaume and Hébuterne, Gérard",Guaranteeing deterministic QoS in a multipoint-to-point network ,2001,0,itc17

1781,"Galmés, S.",Analysis of the (batch-on/off)/D/1 queue ,2001,1,itc17

1782,"Altman, Eitan and Avrachenkov, Kostia and Barakat, Chadi and Núñez-Queija, Rudesindo",\{TCP\} modeling in the presence of nonlinear window growth ,2001,22,itc17

1783,"Emstad, Peder J. and Osland, Per-Oddvar",Dynamic load balancing in a two-server system ,2001,3,itc17

1784,"Kim, Bara and Sohraby, Khosrow",On the tail behavior of queues with discrete autoregressive arrivals ,2003,1,itc18

1785,"Pan, Huanxu and Sato, Shohei and Kobayashi, Kazutomo",On the throughput of an IEEE802.11a Wireless {LAN} system with terminals under heterogeneus radio conditions ,2003,11,itc18

1786,"Key, Peter and MassouliÃ©, Laurent and Bain, Alan and Kelly, Frank",A network flow model for mixtures of file transfers and streaming traffic ,2003,23,itc18

1787,"Garcia, J.M. and Rachdi, A. and Brun, O.",Optimal {LSP} placement with QoS constraints in DiffServ/MPLS networks ,2003,9,itc18

